"주차ID","주차시작일","주차종료일","점포코드","점포명","표준상품코드","표준상품명","대분류코드","대분류명","소분류코드","소분류명","순매출액","판매수량","상품이익액","상품이익률","RFMP고객등급","센터입고수량","행사순매출액","재고보유일수합계","재고보유일수측정건수","재고보유일수평균","결품수","폐기수량","센터반품수량","원거래반품건수","원거래반품액","매출원가","집계일시"
"2026-W33","2026-08-10","2026-08-16","2301","강변점","8801000000022","오뚜기 양조간장 501 900ml","C0010","장류","C001001","간장","420174","93","133993","0.3189","MVG","196","231096","49","7","7","2","0","0","1","4608","286181","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2301","강변점","8801000000022","오뚜기 양조간장 501 900ml","C0010","장류","C001001","간장","506016","112","148516","0.2935","MVG","202","278309","42","7","6","2","0","0","1","3840","357500","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2301","강변점","8801000000023","오뚜기 진간장 500ml","C0010","장류","C001001","간장","773490","57","209770","0.2712","GOLD","112","0","77","7","11","2","2","1","2","28496","563720","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2301","강변점","8801000000023","오뚜기 진간장 500ml","C0010","장류","C001001","간장","759920","56","206546","0.2718","GOLD","107","0","63","7","9","1","0","0","1","13163","553374","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2301","강변점","8801000000023","오뚜기 진간장 500ml","C0010","장류","C001001","간장","1099170","81","256217","0.2331","GOLD","77","571568","49","7","7","1","2","1","1","12620","842953","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2301","강변점","8801000000023","오뚜기 진간장 500ml","C0010","장류","C001001","간장","732780","54","175354","0.2393","GOLD","80","0","91","7","13","1","2","2","0","0","557426","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2301","강변점","8801000000023","오뚜기 진간장 500ml","C0010","장류","C001001","간장","610650","45","170432","0.2791","GOLD","54","0","91","7","13","0","1","2","0","0","440218","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2301","강변점","8801000000024","오뚜기 진간장 1.7L","C0010","장류","C001001","간장","742788","94","190451","0.2564","VIP","123","0","28","7","4","0","2","0","2","12960","552337","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2301","강변점","8801000000024","오뚜기 진간장 1.7L","C0010","장류","C001001","간장","829710","105","218463","0.2633","VIP","185","730145","35","7","5","1","1","0","1","7191","611247","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2301","강변점","8801000000024","오뚜기 진간장 1.7L","C0010","장류","C001001","간장","505728","64","141553","0.2799","VIP","124","0","63","7","9","0","1","2","0","0","364175","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2301","강변점","8801000000024","오뚜기 진간장 1.7L","C0010","장류","C001001","간장","790200","100","207665","0.2628","VIP","112","0","35","7","5","1","2","1","0","0","582535","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2301","강변점","8801000000024","오뚜기 진간장 1.7L","C0010","장류","C001001","간장","774396","98","206067","0.2661","VIP","135","0","42","7","6","1","1","1","1","7823","568329","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2301","강변점","8801000000025","오뚜기 국간장 500ml","C0010","장류","C001001","간장","280090","37","87136","0.3111","ACE","84","170855","119","7","17","2","0","1","1","6737","192954","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2301","강변점","8801000000025","오뚜기 국간장 500ml","C0010","장류","C001001","간장","166540","22","50995","0.3062","ACE","67","0","224","7","32","2","1","0","2","13778","115545","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2301","강변점","8801000000025","오뚜기 국간장 500ml","C0010","장류","C001001","간장","189250","25","48978","0.2588","ACE","53","0","224","7","32","0","1","0","1","6964","140272","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2301","강변점","8801000000025","오뚜기 국간장 500ml","C0010","장류","C001001","간장","272520","36","71019","0.2606","ACE","75","0","126","7","18","1","1","1","1","6359","201501","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2301","강변점","8801000000025","오뚜기 국간장 500ml","C0010","장류","C001001","간장","295230","39","93293","0.316","ACE","85","0","133","7","19","2","1","1","2","13324","201937","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2301","강변점","8801000000026","몽고 송표간장 500ml","C0010","장류","C001001","간장","95243","23","21515","0.2259","GOLD","42","0","140","7","20","1","3","0","0","0","73728","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2301","강변점","8801000000026","몽고 송표간장 500ml","C0010","장류","C001001","간장","103525","25","23324","0.2253","GOLD","62","0","133","7","19","0","3","1","2","8282","80201","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2301","강변점","8801000000026","몽고 송표간장 500ml","C0010","장류","C001001","간장","103525","25","22796","0.2202","GOLD","21","0","98","7","14","1","3","0","2","8364","80729","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2301","강변점","8801000000026","몽고 송표간장 500ml","C0010","장류","C001001","간장","95243","23","20230","0.2124","GOLD","38","0","133","7","19","3","1","2","3","10683","75013","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2301","강변점","8801000000026","몽고 송표간장 500ml","C0010","장류","C001001","간장","86961","21","15375","0.1768","GOLD","38","49568","98","7","14","4","2","2","0","0","71586","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2301","강변점","8801000000027","몽고 송표간장 900ml","C0010","장류","C001001","간장","160398","38","33860","0.2111","VIP","43","0","91","7","13","4","1","2","2","7176","126538","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2301","강변점","8801000000027","몽고 송표간장 900ml","C0010","장류","C001001","간장","173061","41","32691","0.1889","VIP","73","0","98","7","14","1","3","3","1","3672","140370","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2301","강변점","8801000000027","몽고 송표간장 900ml","C0010","장류","C001001","간장","211050","50","41682","0.1975","VIP","84","0","70","7","10","3","3","1","2","8610","169368","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2301","강변점","8801000000027","몽고 송표간장 900ml","C0010","장류","C001001","간장","278586","66","62236","0.2234","VIP","112","195010","49","7","7","2","2","2","3","12915","216350","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2301","강변점","8801000000027","몽고 송표간장 900ml","C0010","장류","C001001","간장","189945","45","43250","0.2277","VIP","73","0","91","7","13","2","2","1","1","3672","146695","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2301","강변점","8801000000028","몽고 진간장 1.8L","C0010","장류","C001001","간장","121149","27","23406","0.1932","ACE","39","0","56","7","8","4","1","0","1","3634","97743","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2301","강변점","8801000000028","몽고 진간장 1.8L","C0010","장류","C001001","간장","174993","39","33914","0.1938","ACE","67","0","63","7","9","4","3","3","3","13191","141079","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2301","강변점","8801000000028","몽고 진간장 1.8L","C0010","장류","C001001","간장","183967","41","30980","0.1684","ACE","69","99342","28","7","4","3","1","1","3","11172","152987","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2301","강변점","8801000000028","몽고 진간장 1.8L","C0010","장류","C001001","간장","161532","36","32888","0.2036","ACE","70","0","77","7","11","4","1","1","1","4308","128644","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2301","강변점","8801000000028","몽고 진간장 1.8L","C0010","장류","C001001","간장","206402","46","38329","0.1857","ACE","80","0","35","7","5","4","1","2","3","13998","168073","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2301","강변점","8801000000029","몽고 국간장 900ml","C0010","장류","C001001","간장","208062","54","54450","0.2617","GOLD","110","0","84","7","12","2","3","2","0","0","153612","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2301","강변점","8801000000029","몽고 국간장 900ml","C0010","장류","C001001","간장","296681","77","74942","0.2526","GOLD","164","204710","42","7","6","3","0","2","2","7166","221739","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2301","강변점","8801000000029","몽고 국간장 900ml","C0010","장류","C001001","간장","165679","43","44468","0.2684","GOLD","81","0","119","7","17","2","2","1","2","6858","121211","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2301","강변점","8801000000029","몽고 국간장 900ml","C0010","장류","C001001","간장","231180","60","63251","0.2736","GOLD","73","0","63","7","9","3","0","3","0","0","167929","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2301","강변점","8801000000029","몽고 국간장 900ml","C0010","장류","C001001","간장","227327","59","59150","0.2602","GOLD","86","0","70","7","10","4","0","2","1","3737","168177","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2301","강변점","8801000000030","몽고 양조간장 501 500ml","C0010","장류","C001001","간장","658368","81","184277","0.2799","VIP","94","506943","35","7","5","2","1","3","1","8209","474091","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2301","강변점","8801000000030","몽고 양조간장 501 500ml","C0010","장류","C001001","간장","520192","64","121205","0.233","VIP","62","0","49","7","7","4","3","2","1","8372","398987","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2301","강변점","8801000000030","몽고 양조간장 501 500ml","C0010","장류","C001001","간장","479552","59","113558","0.2368","VIP","77","0","63","7","9","3","1","1","1","8047","365994","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2301","강변점","8801000000030","몽고 양조간장 501 500ml","C0010","장류","C001001","간장","560832","69","154117","0.2748","VIP","85","0","63","7","9","1","3","0","2","17068","406715","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2301","강변점","8801000000030","몽고 양조간장 501 500ml","C0010","장류","C001001","간장","536448","66","127996","0.2386","VIP","118","0","42","7","6","2","0","2","4","26660","408452","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2301","강변점","8801000000031","대상 집으로ON 양조간장 500ml","C0010","장류","C001001","간장","79362","18","25975","0.3273","GOLD","54","0","231","7","33","1","1","0","2","8906","53387","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2301","강변점","8801000000031","대상 집으로ON 양조간장 500ml","C0010","장류","C001001","간장","96998","22","26907","0.2774","GOLD","71","0","189","7","27","0","1","2","3","12300","70091","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2301","강변점","8801000000031","대상 집으로ON 양조간장 500ml","C0010","장류","C001001","간장","114634","26","32602","0.2844","GOLD","44","0","175","7","25","1","2","2","2","8200","82032","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2301","강변점","8801000000031","대상 집으로ON 양조간장 500ml","C0010","장류","C001001","간장","96998","22","30215","0.3115","GOLD","76","0","182","7","26","2","0","0","3","12300","66783","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2301","강변점","8801000000031","대상 집으로ON 양조간장 500ml","C0010","장류","C001001","간장","171951","39","50021","0.2909","GOLD","85","163353","84","7","12","4","1","1","2","8554","121930","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2301","강변점","8801000000032","대상 집으로ON 진간장 840ml","C0010","장류","C001001","간장","543648","48","194300","0.3574","ACE","85","0","84","7","12","2","1","1","0","0","349348","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2301","강변점","8801000000032","대상 집으로ON 진간장 840ml","C0010","장류","C001001","간장","600278","53","209197","0.3485","ACE","66","0","77","7","11","3","0","2","2","21066","391081","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2301","강변점","8801000000032","대상 집으로ON 진간장 840ml","C0010","장류","C001001","간장","566300","50","198432","0.3504","ACE","50","0","63","7","9","3","2","2","3","32280","367868","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2301","강변점","8801000000032","대상 집으로ON 진간장 840ml","C0010","장류","C001001","간장","679560","60","245049","0.3606","ACE","83","502874","63","7","9","4","2","2","1","10986","434511","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2301","강변점","8801000000032","대상 집으로ON 진간장 840ml","C0010","장류","C001001","간장","622930","55","201020","0.3227","ACE","94","0","56","7","8","2","1","2","0","0","421910","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2301","강변점","8801000000033","이마트 노브랜드 진간장 900ml","C0010","장류","C001001","간장","409161","29","92225","0.2254","VIP","32","0","105","7","15","2","3","1","3","37248","316936","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2301","강변점","8801000000033","이마트 노브랜드 진간장 900ml","C0010","장류","C001001","간장","296289","21","74517","0.2515","VIP","23","0","175","7","25","2","1","2","2","27936","221772","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2301","강변점","8801000000033","이마트 노브랜드 진간장 900ml","C0010","장류","C001001","간장","536142","38","109105","0.2035","VIP","56","444998","91","7","13","3","3","3","2","26242","427037","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2301","강변점","8801000000033","이마트 노브랜드 진간장 900ml","C0010","장류","C001001","간장","465597","33","102338","0.2198","VIP","69","0","133","7","19","2","3","1","2","24832","363259","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2301","강변점","8801000000033","이마트 노브랜드 진간장 900ml","C0010","장류","C001001","간장","268071","19","53373","0.1991","VIP","30","0","168","7","24","3","3","1","0","0","214698","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2301","강변점","8801000000034","이마트 노브랜드 양조간장 500ml","C0010","장류","C001001","간장","383616","48","112553","0.2934","GOLD","88","0","105","7","15","2","2","2","4","26852","271063","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2301","강변점","8801000000034","이마트 노브랜드 양조간장 500ml","C0010","장류","C001001","간장","559440","70","139301","0.249","GOLD","112","296503","63","7","9","1","3","2","0","0","420139","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2301","강변점","8801000000034","이마트 노브랜드 양조간장 500ml","C0010","장류","C001001","간장","423576","53","110807","0.2616","GOLD","70","0","105","7","15","1","3","2","2","16784","312769","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2301","강변점","8801000000034","이마트 노브랜드 양조간장 500ml","C0010","장류","C001001","간장","471528","59","116420","0.2469","GOLD","83","0","84","7","12","4","2","2","0","0","355108","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2301","강변점","8801000000034","이마트 노브랜드 양조간장 500ml","C0010","장류","C001001","간장","367632","46","105363","0.2866","GOLD","58","0","98","7","14","4","3","3","1","6713","262269","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2301","강변점","8801000000035","피코크 한식간장 500ml","C0010","장류","C001001","간장","246560","32","87627","0.3554","ACE","61","160264","147","7","21","2","0","1","2","14178","158933","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2301","강변점","8801000000035","피코크 한식간장 500ml","C0010","장류","C001001","간장","177215","23","62823","0.3545","ACE","58","0","140","7","20","4","2","2","3","19878","114392","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2301","강변점","8801000000035","피코크 한식간장 500ml","C0010","장류","C001001","간장","177215","23","66190","0.3735","ACE","39","0","196","7","28","3","2","3","1","8013","111025","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2301","강변점","8801000000035","피코크 한식간장 500ml","C0010","장류","C001001","간장","246560","32","90389","0.3666","ACE","73","0","126","7","18","3","3","2","2","13098","156171","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2301","강변점","8801000000035","피코크 한식간장 500ml","C0010","장류","C001001","간장","246560","32","85088","0.3451","ACE","39","0","119","7","17","3","0","3","0","0","161472","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2301","강변점","8801000000036","피코크 저염 양조간장 500ml","C0010","장류","C001001","간장","91164","12","27185","0.2982","GOLD","42","0","238","7","34","1","1","2","1","7065","63979","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2301","강변점","8801000000036","피코크 저염 양조간장 500ml","C0010","장류","C001001","간장","91164","12","25298","0.2775","GOLD","32","0","280","7","40","1","3","0","2","13066","65866","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2301","강변점","8801000000036","피코크 저염 양조간장 500ml","C0010","장류","C001001","간장","106358","14","27217","0.2559","GOLD","21","0","175","7","25","3","0","2","1","7445","79141","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2301","강변점","8801000000036","피코크 저염 양조간장 500ml","C0010","장류","C001001","간장","151940","20","40264","0.265","GOLD","34","0","119","7","17","4","1","1","2","14282","111676","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2301","강변점","8801000000036","피코크 저염 양조간장 500ml","C0010","장류","C001001","간장","151940","20","42270","0.2782","GOLD","48","86606","189","7","27","2","2","1","3","20739","109670","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2301","강변점","8801000000037","CJ 백설 진간장 500ml","C0010","장류","C001001","간장","521118","78","94010","0.1804","VIP","136","187602","49","7","7","4","1","0","4","21648","427108","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2301","강변점","8801000000037","CJ 백설 진간장 500ml","C0010","장류","C001001","간장","380817","57","67138","0.1763","VIP","55","293229","42","7","6","3","3","0","1","6681","313679","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2301","강변점","8801000000037","CJ 백설 진간장 500ml","C0010","장류","C001001","간장","561204","84","102869","0.1833","VIP","97","488247","42","7","6","2","2","2","4","27792","458335","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2301","강변점","8801000000037","CJ 백설 진간장 500ml","C0010","장류","C001001","간장","374136","56","62368","0.1667","VIP","114","336722","56","7","8","3","3","3","3","16434","311768","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2301","강변점","8801000000037","CJ 백설 진간장 500ml","C0010","장류","C001001","간장","454308","68","94860","0.2088","VIP","105","363446","56","7","8","0","2","1","3","17436","359448","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2301","강변점","8801000000038","CJ 백설 진간장 1.7L","C0010","장류","C001001","간장","246316","38","61924","0.2514","MVG","44","0","84","7","12","0","2","1","2","11150","184392","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2301","강변점","8801000000038","CJ 백설 진간장 1.7L","C0010","장류","C001001","간장","259280","40","65183","0.2514","MVG","43","0","84","7","12","2","2","2","2","10890","194097","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2301","강변점","8801000000038","CJ 백설 진간장 1.7L","C0010","장류","C001001","간장","265762","41","66068","0.2486","MVG","104","233871","77","7","11","2","2","1","1","5575","199694","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2301","강변점","8801000000038","CJ 백설 진간장 1.7L","C0010","장류","C001001","간장","194460","30","52018","0.2675","MVG","24","0","126","7","18","4","1","1","2","12964","142442","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2301","강변점","8801000000038","CJ 백설 진간장 1.7L","C0010","장류","C001001","간장","213906","33","55616","0.26","MVG","61","0","133","7","19","4","1","1","2","13224","158290","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2301","강변점","8801000000039","CJ 백설 양조간장 500ml","C0010","장류","C001001","간장","117954","18","44292","0.3755","GOLD","60","0","147","7","21","0","1","1","1","5373","73662","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2301","강변점","8801000000039","CJ 백설 양조간장 500ml","C0010","장류","C001001","간장","157272","24","56508","0.3593","GOLD","28","117954","98","7","14","4","2","2","1","5439","100764","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2301","강변점","8801000000039","CJ 백설 양조간장 500ml","C0010","장류","C001001","간장","157272","24","57467","0.3654","GOLD","30","0","63","7","9","1","3","2","0","0","99805","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2301","강변점","8801000000039","CJ 백설 양조간장 500ml","C0010","장류","C001001","간장","117954","18","42629","0.3614","GOLD","61","0","126","7","18","2","3","1","3","18675","75325","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2301","강변점","8801000000039","CJ 백설 양조간장 500ml","C0010","장류","C001001","간장","190037","29","67330","0.3543","GOLD","49","0","77","7","11","4","0","0","2","12712","122707","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2301","강변점","8801000000040","CJ 백설 국간장 500ml","C0010","장류","C001001","간장","308660","22","74233","0.2405","ACE","54","111118","63","7","9","2","2","3","3","40827","234427","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2301","강변점","8801000000040","CJ 백설 국간장 500ml","C0010","장류","C001001","간장","168360","12","38184","0.2268","ACE","51","0","224","7","32","1","2","3","2","24132","130176","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2301","강변점","8801000000040","CJ 백설 국간장 500ml","C0010","장류","C001001","간장","196420","14","46905","0.2388","ACE","32","0","133","7","19","2","0","2","1","13890","149515","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2301","강변점","8801000000040","CJ 백설 국간장 500ml","C0010","장류","C001001","간장","266570","19","59712","0.224","ACE","65","0","91","7","13","3","3","1","1","11505","206858","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2301","강변점","8801000000040","CJ 백설 국간장 500ml","C0010","장류","C001001","간장","196420","14","50146","0.2553","ACE","48","0","133","7","19","4","0","1","1","12487","146274","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2301","강변점","8801000000041","풀무원 자연은맛간장 500ml","C0010","장류","C001001","간장","266038","19","77523","0.2914","GOLD","35","0","224","7","32","2","3","5","2","25764","188515","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2301","강변점","8801000000041","풀무원 자연은맛간장 500ml","C0010","장류","C001001","간장","238034","17","76385","0.3209","GOLD","34","0","308","7","44","5","2","0","2","24364","161649","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2301","강변점","8801000000041","풀무원 자연은맛간장 500ml","C0010","장류","C001001","간장","294042","21","97769","0.3325","GOLD","61","0","203","7","29","1","3","3","0","0","196273","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2301","강변점","8801000000041","풀무원 자연은맛간장 500ml","C0010","장류","C001001","간장","448064","32","133433","0.2978","GOLD","31","0","154","7","22","6","1","1","1","13582","314631","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2301","강변점","8801000000041","풀무원 자연은맛간장 500ml","C0010","장류","C001001","간장","476068","34","134918","0.2834","GOLD","47","357051","105","7","15","4","3","3","1","12182","341150","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2301","강변점","8801000000042","풀무원 국산콩 양조간장 300ml","C0010","장류","C001001","간장","134720","32","39163","0.2907","VIP","74","0","84","7","12","3","1","3","1","4126","95557","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2301","강변점","8801000000042","풀무원 국산콩 양조간장 300ml","C0010","장류","C001001","간장","109460","26","33166","0.303","VIP","64","0","105","7","15","1","5","0","2","7242","76294","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2301","강변점","8801000000042","풀무원 국산콩 양조간장 300ml","C0010","장류","C001001","간장","143140","34","43286","0.3024","VIP","35","0","112","7","16","3","2","2","0","0","99854","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2301","강변점","8801000000042","풀무원 국산콩 양조간장 300ml","C0010","장류","C001001","간장","122090","29","32793","0.2686","VIP","47","56161","126","7","18","6","2","4","2","6736","89297","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2301","강변점","8801000000042","풀무원 국산콩 양조간장 300ml","C0010","장류","C001001","간장","113670","27","34510","0.3036","VIP","43","0","133","7","19","4","5","4","1","3705","79160","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2301","강변점","8801000000043","해표 양조간장 500ml","C0010","장류","C001001","간장","145926","22","29521","0.2023","ACE","38","0","28","7","4","6","3","3","2","13266","116405","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2301","강변점","8801000000043","해표 양조간장 500ml","C0010","장류","C001001","간장","119394","18","25861","0.2166","ACE","60","0","70","7","10","3","2","4","3","19302","93533","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2301","강변점","8801000000043","해표 양조간장 500ml","C0010","장류","C001001","간장","185724","28","32075","0.1727","ACE","86","154151","42","7","6","6","1","2","1","6368","153649","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2301","강변점","8801000000043","해표 양조간장 500ml","C0010","장류","C001001","간장","159192","24","27620","0.1735","ACE","34","0","42","7","6","1","2","1","5","32170","131572","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2301","강변점","8801000000043","해표 양조간장 500ml","C0010","장류","C001001","간장","165825","25","29666","0.1789","ACE","26","0","49","7","7","5","3","1","3","16119","136159","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2301","강변점","8801000000044","해표 진간장 900ml","C0010","장류","C001001","간장","358484","31","64886","0.181","GOLD","35","0","84","7","12","2","2","3","3","29835","293598","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2301","강변점","8801000000044","해표 진간장 900ml","C0010","장류","C001001","간장","381612","33","73422","0.1924","GOLD","34","186990","91","7","13","1","4","1","0","0","308190","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2301","강변점","8801000000044","해표 진간장 900ml","C0010","장류","C001001","간장","335356","29","80519","0.2401","GOLD","45","0","91","7","13","5","5","0","2","23590","254837","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2301","강변점","8801000000044","해표 진간장 900ml","C0010","장류","C001001","간장","404740","35","71396","0.1764","GOLD","50","0","77","7","11","4","1","4","4","40704","333344","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2301","강변점","8801000000044","해표 진간장 900ml","C0010","장류","C001001","간장","254408","22","46913","0.1844","GOLD","62","0","147","7","21","3","2","1","2","22202","207495","2026-08-17T18:00:00+09:00"
